District,Soil_Type,Season,Crop_Name,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity_Percent,Sunlight_Hours_Per_Day,Yield_kg_per_hectare,Avg_Market_Price_LKR_per_kg
Vavuniya,Reddish Brown Earths,Yala,Tomato,31.7,1082,74,7.2,17065,153.26
Trincomalee,Reddish Brown Earths,Yala,Brinjal,27.8,1033,70,8.3,12294,174.93
Kalutara,Red-Yellow Podzolic Soils,Maha,Beans,29.6,3812,93,5.9,23139,257.97
Badulla,Red-Yellow Podzolic Soils,Maha,Tomato,22.7,2520,81,5.2,35907,167.83
Anuradhapura,Alluvial Soils,Yala,Coconut,32.7,985,62,7.9,7503,92.71
Colombo,Latosols,Yala,Cabbage,28.0,1795,83,5.8,14279,176.33
Kandy,Red-Yellow Podzolic Soils,Maha,Brinjal,26.6,2519,81,6.8,17552,163.42
Badulla,Red-Yellow Podzolic Soils,Maha,Big Onion,22.6,1996,75,6.0,24940,235.95
Jaffna,Calcic Red Latosols,Maha,Chili,28.6,1078,71,8.0,16203,388.18
Ampara,Reddish Brown Earths,Maha,Tomato,30.1,1573,81,8.2,22186,162.92
Vavuniya,Reddish Brown Earths,Maha,Cabbage,32.8,1717,70,7.2,34685,137.6
Jaffna,Calcic Red Latosols,Yala,Cabbage,27.4,847,69,8.0,4000,190.52
Gampaha,Alluvial Soils,Maha,Brinjal,27.1,2598,76,6.3,26594,172.63
Puttalam,Regosols,Maha,Banana,31.8,1401,72,7.4,18042,152.98
Kurunegala,Reddish Brown Earths,Maha,Big Onion,30.9,2133,78,6.8,23417,227.02
Vavuniya,Reddish Brown Earths,Maha,Cabbage,29.7,1893,76,6.8,37882,154.83
Matara,Red-Yellow Podzolic Soils,Yala,Mango,28.8,1824,82,6.8,10336,289.71
Hambantota,Reddish Brown Earths,Maha,Papaya,29.8,1350,74,8.2,40462,119.25
Monaragala,Reddish Brown Earths,Yala,Tomato,28.1,1255,74,7.9,17183,155.89
Galle,Red-Yellow Podzolic Soils,Maha,Beans,30.4,2747,78,5.2,15879,242.65
Anuradhapura,Reddish Brown Earths,Yala,Papaya,30.5,1107,65,8.2,32687,134.27
Vavuniya,Reddish Brown Earths,Maha,Maize,29.0,1530,75,7.4,5263,134.49
Jaffna,Calcic Red Latosols,Yala,Paddy,32.5,482,75,7.9,2805,129.29
Kurunegala,Reddish Brown Earths,Maha,Mango,32.8,2181,77,7.2,14550,294.23
Galle,Latosols,Yala,Tomato,26.4,1824,90,5.0,15313,172.58
Kegalle,Red-Yellow Podzolic Soils,Yala,Papaya,29.8,2094,84,5.4,29422,130.43
Anuradhapura,Alluvial Soils,Yala,Banana,33.1,1019,70,8.2,13786,144.04
Badulla,Red-Yellow Podzolic Soils,Maha,Tomato,19.4,2124,76,6.2,36354,175.09
Polonnaruwa,Alluvial Soils,Yala,Coconut,30.4,1201,69,7.6,7978,96.82
Colombo,Red-Yellow Podzolic Soils,Yala,Carrot,30.9,1769,81,6.3,9585,198.71
Matale,Reddish Brown Earths,Maha,Paddy,27.1,2120,69,7.5,6189,117.19
Hambantota,Reddish Brown Earths,Maha,Maize,30.1,1177,72,8.1,5826,139.42
Puttalam,Regosols,Yala,Mango,28.1,862,77,8.0,10596,312.45
Vavuniya,Reddish Brown Earths,Maha,Paddy,32.0,1583,74,6.6,5773,129.85
Puttalam,Calcic Red Latosols,Yala,Banana,30.8,1019,77,8.0,14005,150.06
Anuradhapura,Reddish Brown Earths,Maha,Tea,31.7,1988,61,8.4,302,774.9
Matale,Reddish Brown Earths,Maha,Cabbage,26.7,2308,71,6.1,38818,135.06
Galle,Latosols,Maha,Maize,30.8,2838,84,5.7,5858,142.97
Matara,Red-Yellow Podzolic Soils,Maha,Chili,26.5,2924,77,5.7,8885,360.16
Anuradhapura,Reddish Brown Earths,Yala,Brinjal,32.4,1172,73,8.1,13966,179.99
Gampaha,Alluvial Soils,Yala,Potato,27.5,1760,79,6.8,8344,247.12
Trincomalee,Reddish Brown Earths,Maha,Rubber,30.8,1900,68,7.6,1666,871.67
Anuradhapura,Reddish Brown Earths,Yala,Rubber,32.0,1053,61,7.9,1339,726.2
Kurunegala,Alluvial Soils,Yala,Rubber,26.2,1249,82,7.2,1315,864.77
Colombo,Latosols,Maha,Carrot,28.9,2880,82,6.6,11256,233.48
Batticaloa,Regosols,Maha,Coconut,32.7,2253,80,7.8,15172,99.36
Kurunegala,Reddish Brown Earths,Maha,Rubber,31.4,1846,81,6.1,1570,877.05
Hambantota,Alluvial Soils,Maha,Carrot,32.9,1321,76,8.1,8638,225.18
Kurunegala,Alluvial Soils,Maha,Banana,29.5,1992,77,6.7,28296,157.28
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Cabbage,16.3,2910,85,4.5,73965,159.28
Nuwara Eliya,Latosols,Maha,Maize,12.6,2416,82,4.8,5750,152.85
Polonnaruwa,Alluvial Soils,Maha,Mango,31.2,2130,72,7.9,22217,275.12
Puttalam,Calcic Red Latosols,Maha,Coconut,30.4,1607,70,7.9,19639,93.75
Colombo,Latosols,Yala,Carrot,27.8,1647,86,6.4,8299,217.69
Matara,Alluvial Soils,Maha,Potato,30.2,2757,82,6.1,11249,245.3
Polonnaruwa,Reddish Brown Earths,Yala,Manioc,32.3,1343,79,7.2,17972,96.42
Kurunegala,Reddish Brown Earths,Yala,Big Onion,31.0,1541,74,7.3,15716,228.72
Nuwara Eliya,Latosols,Yala,Carrot,16.7,1870,83,5.0,48118,169.23
Polonnaruwa,Reddish Brown Earths,Yala,Cabbage,34.0,1392,66,6.8,6475,176.07
Matara,Red-Yellow Podzolic Soils,Yala,Banana,30.7,1964,83,5.8,14086,138.24
Badulla,Red-Yellow Podzolic Soils,Maha,Papaya,24.7,2506,80,6.2,38910,132.4
Colombo,Red-Yellow Podzolic Soils,Maha,Brinjal,26.3,2770,82,5.5,31630,171.2
Colombo,Red-Yellow Podzolic Soils,Maha,Pumpkin,27.2,2532,85,6.0,40820,104.26
Galle,Red-Yellow Podzolic Soils,Maha,Rubber,27.0,2957,86,5.1,2680,868.1
Trincomalee,Alluvial Soils,Maha,Sweet Potato,28.4,1531,71,7.5,19322,115.41
Galle,Latosols,Yala,Coconut,30.4,2011,87,6.1,12633,98.67
Batticaloa,Regosols,Yala,Papaya,31.2,1240,72,7.5,29372,137.85
Mannar,Regosols,Yala,Rubber,30.0,767,84,8.2,1187,789.77
Polonnaruwa,Reddish Brown Earths,Maha,Maize,32.7,1723,69,7.3,8427,134.66
Gampaha,Latosols,Maha,Pumpkin,26.4,2654,83,6.4,45200,94.82
Galle,Latosols,Yala,Banana,26.9,1931,91,5.6,17982,156.36
Jaffna,Calcic Red Latosols,Maha,Coconut,30.6,789,65,8.7,12017,97.61
Gampaha,Latosols,Maha,Cabbage,28.2,2527,79,6.8,12594,184.26
Colombo,Latosols,Yala,Mango,29.6,1696,75,6.6,11121,305.34
Galle,Latosols,Yala,Carrot,26.5,1985,78,6.2,8178,205.72
Vavuniya,Reddish Brown Earths,Maha,Brinjal,31.7,1709,75,7.4,17472,164.9
Mullaitivu,Alluvial Soils,Maha,Coconut,28.1,1787,79,7.7,12886,98.11
Galle,Latosols,Maha,Beans,26.2,2670,79,5.5,17404,231.71
Ampara,Reddish Brown Earths,Yala,Tomato,31.7,1159,74,8.2,16689,152.72
Galle,Red-Yellow Podzolic Soils,Yala,Pumpkin,27.0,2056,78,5.4,28551,104.1
Matale,Reddish Brown Earths,Maha,Potato,27.1,1855,75,6.4,25381,186.46
Monaragala,Reddish Brown Earths,Yala,Brinjal,29.9,1248,74,7.4,14112,185.12
Kegalle,Latosols,Maha,Beans,27.8,3163,75,5.3,15577,238.61
Kegalle,Red-Yellow Podzolic Soils,Yala,Paddy,29.4,2143,89,5.0,3446,119.66
Kurunegala,Reddish Brown Earths,Maha,Cabbage,30.3,2117,73,7.5,37848,153.95
Polonnaruwa,Alluvial Soils,Maha,Big Onion,32.5,1830,74,7.6,23886,225.04
Gampaha,Latosols,Maha,Sweet Potato,28.5,2468,81,6.0,25433,113.68
Trincomalee,Alluvial Soils,Yala,Manioc,29.1,1335,69,8.0,20924,97.67
Mannar,Regosols,Maha,Beans,30.6,1065,77,8.8,17013,254.09
Polonnaruwa,Alluvial Soils,Maha,Manioc,29.8,2123,77,7.0,23326,90.2
Mullaitivu,Alluvial Soils,Maha,Maize,26.4,1672,75,7.5,5805,149.34
Jaffna,Regosols,Maha,Cabbage,29.9,783,77,8.8,4742,191.84
Ampara,Reddish Brown Earths,Maha,Pumpkin,32.1,2071,73,8.5,28663,101.44
Kalutara,Red-Yellow Podzolic Soils,Yala,Coconut,28.4,2753,90,6.2,13405,97.83
Polonnaruwa,Alluvial Soils,Maha,Paddy,28.0,1788,69,7.0,7223,114.31
Ampara,Alluvial Soils,Maha,Rubber,30.2,1892,74,8.4,1661,829.81
Jaffna,Calcic Red Latosols,Yala,Banana,29.1,850,75,8.5,14212,139.83
Anuradhapura,Alluvial Soils,Yala,Coconut,29.1,1358,73,8.1,8260,105.72
Matale,Reddish Brown Earths,Maha,Carrot,23.2,1960,65,6.1,31277,187.28
Anuradhapura,Reddish Brown Earths,Yala,Paddy,31.6,1343,68,7.3,5601,129.2
Kurunegala,Reddish Brown Earths,Maha,Mango,26.6,1953,72,7.3,12908,302.06
Anuradhapura,Reddish Brown Earths,Maha,Beans,26.8,1880,72,7.7,15305,232.39
Nuwara Eliya,Latosols,Yala,Tea,14.0,1565,77,4.5,2929,658.39
Mullaitivu,Alluvial Soils,Maha,Mango,30.1,1664,78,7.6,14884,329.35
Ampara,Alluvial Soils,Yala,Potato,32.4,1341,75,7.5,20119,199.98
Polonnaruwa,Alluvial Soils,Maha,Sweet Potato,33.8,1974,72,7.2,33256,119.68
Galle,Latosols,Yala,Brinjal,27.1,2144,85,6.1,14872,167.64
Colombo,Latosols,Maha,Banana,26.4,2490,79,6.5,27072,164.63
Colombo,Red-Yellow Podzolic Soils,Yala,Papaya,28.2,1643,79,5.9,46403,125.82
Trincomalee,Reddish Brown Earths,Maha,Coconut,32.0,1531,71,7.1,14618,92.18
Hambantota,Alluvial Soils,Maha,Chili,30.4,1304,76,8.1,13250,424.13
Anuradhapura,Alluvial Soils,Yala,Papaya,30.3,1254,72,7.1,33511,135.99
Kandy,Reddish Brown Earths,Yala,Carrot,25.7,1447,79,6.6,15992,182.75
Kilinochchi,Reddish Brown Earths,Yala,Paddy,26.4,950,76,7.9,4595,120.47
Batticaloa,Regosols,Maha,Big Onion,32.7,1884,73,7.7,21493,228.85
Kurunegala,Alluvial Soils,Maha,Tea,27.2,2055,77,6.1,2292,768.56
Puttalam,Regosols,Maha,Potato,31.2,1509,74,7.4,25547,198.78
Puttalam,Calcic Red Latosols,Maha,Brinjal,31.6,1344,70,7.2,20117,184.13
Jaffna,Calcic Red Latosols,Maha,Brinjal,28.9,1208,77,7.5,18954,173.38
Badulla,Red-Yellow Podzolic Soils,Maha,Paddy,19.1,2201,81,5.1,4466,111.82
Colombo,Red-Yellow Podzolic Soils,Maha,Banana,26.5,2690,89,6.8,30532,142.47
Colombo,Red-Yellow Podzolic Soils,Yala,Tomato,27.0,1994,82,6.1,23899,159.32
Monaragala,Reddish Brown Earths,Maha,Sweet Potato,25.2,1722,78,7.7,27204,100.07
Kandy,Red-Yellow Podzolic Soils,Maha,Banana,25.8,2279,82,5.6,17343,158.18
Monaragala,Reddish Brown Earths,Maha,Carrot,24.7,1884,68,7.2,34572,194.92
Ratnapura,Red-Yellow Podzolic Soils,Maha,Rubber,27.9,4063,87,5.2,3317,788.82
Nuwara Eliya,Latosols,Yala,Potato,17.8,1442,80,5.3,37471,218.14
Kandy,Reddish Brown Earths,Maha,Mango,20.1,2391,81,5.5,13244,323.33
Matara,Red-Yellow Podzolic Soils,Maha,Papaya,26.8,2634,80,5.6,38763,123.54
Badulla,Red-Yellow Podzolic Soils,Maha,Pumpkin,22.2,2291,71,5.1,28631,108.8
Monaragala,Reddish Brown Earths,Yala,Tomato,29.8,1230,69,7.5,15429,147.45
Colombo,Red-Yellow Podzolic Soils,Yala,Big Onion,28.0,1984,83,5.7,16534,235.9
Mannar,Regosols,Yala,Brinjal,29.7,693,83,7.6,13854,160.75
Puttalam,Regosols,Maha,Maize,27.9,1186,83,7.0,5719,143.6
Trincomalee,Reddish Brown Earths,Yala,Brinjal,30.0,1196,69,8.4,13458,171.24
Vavuniya,Reddish Brown Earths,Maha,Brinjal,28.9,1615,76,7.1,19355,166.21
Matara,Alluvial Soils,Yala,Papaya,26.4,1923,79,6.6,30229,124.71
Ampara,Alluvial Soils,Yala,Carrot,28.6,1136,74,7.8,24090,172.84
Batticaloa,Alluvial Soils,Yala,Papaya,26.1,1147,84,7.7,30497,142.65
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Rubber,13.2,2358,86,5.6,1615,838.28
Polonnaruwa,Reddish Brown Earths,Maha,Big Onion,27.4,2066,75,7.4,24128,239.28
Anuradhapura,Alluvial Soils,Maha,Pumpkin,29.2,1546,60,7.1,27087,100.59
Jaffna,Calcic Red Latosols,Maha,Paddy,34.9,1027,75,7.9,3975,120.99
Vavuniya,Reddish Brown Earths,Yala,Beans,27.1,979,72,8.0,12817,239.94
Vavuniya,Reddish Brown Earths,Maha,Pumpkin,30.4,1757,79,7.0,24884,99.73
Hambantota,Alluvial Soils,Yala,Tea,32.0,914,65,7.2,250,835.98
Hambantota,Alluvial Soils,Yala,Chili,27.6,886,71,8.0,10522,423.55
Vavuniya,Reddish Brown Earths,Maha,Rubber,26.8,1791,70,6.6,1669,868.57
Nuwara Eliya,Latosols,Yala,Mango,14.2,1595,77,5.2,1500,347.09
Kilinochchi,Reddish Brown Earths,Maha,Paddy,29.3,1304,77,7.1,7356,118.86
Ampara,Alluvial Soils,Yala,Big Onion,29.1,1187,75,7.1,16849,257.51
Hambantota,Alluvial Soils,Maha,Mango,30.1,1107,73,8.2,14509,298.59
Gampaha,Latosols,Maha,Mango,26.5,2804,75,6.2,12635,320.21
Anuradhapura,Alluvial Soils,Yala,Tomato,27.7,1184,66,7.9,18109,148.55
Colombo,Latosols,Yala,Brinjal,26.1,1613,89,5.8,23140,180.28
Kilinochchi,Reddish Brown Earths,Yala,Mango,26.1,1163,73,7.3,9857,325.68
Kegalle,Latosols,Yala,Big Onion,27.4,2148,82,5.3,17809,236.58
Mullaitivu,Alluvial Soils,Yala,Carrot,28.0,1217,79,6.8,21640,183.76
Kegalle,Latosols,Maha,Tea,27.7,3932,75,5.7,2900,654.76
Kandy,Red-Yellow Podzolic Soils,Maha,Paddy,27.1,2333,75,6.3,5879,116.13
Monaragala,Reddish Brown Earths,Yala,Manioc,33.4,1074,67,6.8,30958,83.25
Mullaitivu,Latosols,Maha,Paddy,28.3,1758,78,6.8,6373,118.97
Monaragala,Reddish Brown Earths,Maha,Papaya,24.3,2132,74,7.5,41834,142.62
Mullaitivu,Latosols,Yala,Brinjal,30.5,1415,83,7.4,13799,168.41
Vavuniya,Reddish Brown Earths,Yala,Sweet Potato,28.5,988,76,7.1,22273,111.09
Gampaha,Alluvial Soils,Yala,Potato,26.3,1797,82,7.0,7608,245.76
Hambantota,Reddish Brown Earths,Maha,Manioc,28.4,1126,74,8.2,36438,97.37
Kurunegala,Alluvial Soils,Yala,Cabbage,27.0,1376,82,6.4,28840,153.72
Colombo,Latosols,Maha,Pumpkin,27.6,2465,88,6.6,37448,106.82
Nuwara Eliya,Latosols,Yala,Tea,13.3,1452,83,4.9,2543,768.83
Hambantota,Alluvial Soils,Maha,Tea,28.1,1205,66,7.7,304,876.16
Ampara,Alluvial Soils,Yala,Beans,30.3,1048,73,8.2,11835,263.43
Hambantota,Reddish Brown Earths,Maha,Manioc,32.5,1184,79,8.2,35798,82.35
Puttalam,Calcic Red Latosols,Maha,Banana,30.6,1086,81,7.3,17445,138.15
Kilinochchi,Reddish Brown Earths,Maha,Papaya,26.9,1752,73,7.2,37742,135.0
Batticaloa,Alluvial Soils,Yala,Sweet Potato,26.4,1342,78,7.4,20412,110.74
Puttalam,Calcic Red Latosols,Maha,Carrot,27.5,1100,73,7.5,33073,197.71
Hambantota,Reddish Brown Earths,Yala,Carrot,32.4,856,73,7.1,6248,202.52
Galle,Latosols,Yala,Tea,26.6,2148,82,5.6,2684,737.08
Mullaitivu,Latosols,Yala,Maize,31.9,1311,84,7.2,4063,139.82
Monaragala,Reddish Brown Earths,Yala,Mango,26.2,1347,78,6.8,9422,284.38
Kilinochchi,Reddish Brown Earths,Maha,Carrot,31.7,1503,68,8.0,32660,163.53
Batticaloa,Regosols,Yala,Papaya,30.1,1268,80,7.3,27966,124.22
Colombo,Red-Yellow Podzolic Soils,Maha,Sweet Potato,30.1,2698,84,6.4,23920,117.87
Colombo,Red-Yellow Podzolic Soils,Maha,Carrot,29.3,2792,84,5.6,11948,221.04
Hambantota,Reddish Brown Earths,Yala,Manioc,30.2,889,68,8.5,29864,88.11
Kilinochchi,Reddish Brown Earths,Yala,Tomato,31.2,1044,74,7.3,16816,169.33
Vavuniya,Reddish Brown Earths,Maha,Manioc,26.3,1902,73,6.8,38221,92.67
Badulla,Red-Yellow Podzolic Soils,Maha,Sweet Potato,22.2,2284,71,6.0,21087,107.91
Monaragala,Reddish Brown Earths,Maha,Manioc,31.6,1700,70,6.8,39355,88.48
Vavuniya,Reddish Brown Earths,Yala,Paddy,29.8,998,69,7.9,4299,113.2
Mannar,Calcic Red Latosols,Maha,Pumpkin,28.4,1222,84,8.3,28723,105.94
Kalutara,Red-Yellow Podzolic Soils,Maha,Tea,26.1,3592,87,5.4,3661,705.55
Kegalle,Red-Yellow Podzolic Soils,Yala,Big Onion,26.8,2604,76,6.2,17878,235.1
Trincomalee,Alluvial Soils,Yala,Tea,29.4,1095,75,8.2,1803,751.78
Trincomalee,Alluvial Soils,Yala,Coconut,31.0,1352,70,8.3,9860,107.69
Kurunegala,Alluvial Soils,Yala,Big Onion,28.2,1402,78,7.0,17466,236.05
Ampara,Reddish Brown Earths,Maha,Sweet Potato,27.8,1963,69,7.4,18461,116.19
Kalutara,Red-Yellow Podzolic Soils,Yala,Tea,27.7,2545,88,5.1,2406,721.88
Matale,Reddish Brown Earths,Maha,Maize,24.9,2232,68,6.6,7652,139.69
Badulla,Red-Yellow Podzolic Soils,Maha,Papaya,18.5,2137,70,5.2,40210,129.71
Puttalam,Regosols,Yala,Carrot,31.3,1033,83,8.0,22299,164.78
Ratnapura,Red-Yellow Podzolic Soils,Yala,Big Onion,29.3,3198,90,5.4,17644,229.8
Matara,Red-Yellow Podzolic Soils,Yala,Potato,30.7,1710,87,6.0,7842,232.62
Anuradhapura,Alluvial Soils,Yala,Coconut,29.5,1247,66,7.5,8953,99.31
Galle,Red-Yellow Podzolic Soils,Maha,Chili,28.7,3206,89,5.6,9033,400.55
Kalutara,Red-Yellow Podzolic Soils,Maha,Chili,30.7,3319,82,6.5,9732,372.71
Jaffna,Regosols,Maha,Tea,27.6,911,74,7.5,294,879.29
Hambantota,Reddish Brown Earths,Maha,Rubber,32.5,1152,74,7.6,1649,748.63
Ratnapura,Red-Yellow Podzolic Soils,Maha,Manioc,24.4,4074,93,4.6,26939,81.89
Badulla,Red-Yellow Podzolic Soils,Maha,Banana,20.3,2604,79,6.3,20162,143.64
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Pumpkin,17.5,1639,86,6.0,20881,102.8
Kurunegala,Alluvial Soils,Maha,Rubber,29.1,1891,78,6.5,1772,818.59
Hambantota,Reddish Brown Earths,Maha,Manioc,29.5,1135,66,7.5,38346,83.4
Vavuniya,Reddish Brown Earths,Maha,Banana,26.6,1666,69,7.8,18129,149.71
Monaragala,Reddish Brown Earths,Maha,Papaya,27.6,2097,78,7.7,38545,128.28
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Pumpkin,13.3,1998,85,4.6,21668,105.53
Puttalam,Calcic Red Latosols,Maha,Brinjal,27.7,1130,79,7.9,17730,164.66
Nuwara Eliya,Latosols,Yala,Manioc,16.6,1612,80,5.9,19015,94.01
Kegalle,Red-Yellow Podzolic Soils,Yala,Cabbage,28.6,2137,80,6.3,26148,164.77
Matale,Reddish Brown Earths,Yala,Chili,25.8,1221,66,7.3,7357,430.54
Batticaloa,Regosols,Yala,Tomato,27.3,1482,73,7.1,16472,164.11
Hambantota,Alluvial Soils,Yala,Potato,27.4,738,76,7.9,5041,229.62
Gampaha,Latosols,Maha,Coconut,26.4,2571,81,6.0,20282,109.46
Trincomalee,Reddish Brown Earths,Yala,Rubber,32.6,1330,73,7.4,1299,747.91
Trincomalee,Alluvial Soils,Maha,Carrot,29.4,1572,74,7.8,30372,182.51
Vavuniya,Reddish Brown Earths,Maha,Manioc,27.6,1631,65,6.7,39890,94.89
Mullaitivu,Alluvial Soils,Yala,Banana,27.7,1106,70,7.7,14743,150.43
Matale,Reddish Brown Earths,Maha,Sweet Potato,22.1,2049,75,6.2,18689,105.68
Ampara,Reddish Brown Earths,Yala,Brinjal,30.0,1041,68,8.4,14495,180.05
Kandy,Reddish Brown Earths,Yala,Chili,27.3,1598,78,6.4,6856,428.97
Hambantota,Alluvial Soils,Maha,Manioc,31.4,1169,79,7.1,38704,81.05
Kandy,Red-Yellow Podzolic Soils,Maha,Tea,26.1,2293,82,5.7,3927,652.65
Kandy,Red-Yellow Podzolic Soils,Yala,Rubber,24.4,1803,73,6.1,1276,876.31
Anuradhapura,Reddish Brown Earths,Maha,Coconut,27.4,2001,70,7.5,11332,105.59
Kandy,Red-Yellow Podzolic Soils,Maha,Cabbage,20.6,2220,71,6.4,34694,154.01
Kilinochchi,Reddish Brown Earths,Maha,Mango,26.8,1448,67,7.4,12858,278.65
Anuradhapura,Alluvial Soils,Yala,Beans,27.2,1190,72,7.5,13388,244.19
Polonnaruwa,Reddish Brown Earths,Maha,Carrot,31.6,1777,79,7.8,8155,201.86
Puttalam,Calcic Red Latosols,Maha,Pumpkin,29.6,1161,73,7.4,26272,107.52
Kandy,Reddish Brown Earths,Yala,Maize,22.6,1653,82,5.7,4616,146.29
Ampara,Alluvial Soils,Maha,Chili,28.1,1708,81,7.8,9390,410.65
Kilinochchi,Reddish Brown Earths,Yala,Banana,30.1,895,72,7.3,13816,139.45
Puttalam,Calcic Red Latosols,Yala,Big Onion,28.9,970,74,7.9,26540,240.07
Polonnaruwa,Alluvial Soils,Yala,Tea,27.6,1160,70,7.5,250,861.17
Batticaloa,Regosols,Yala,Cabbage,26.1,1477,78,7.2,26552,143.22
Matale,Reddish Brown Earths,Maha,Brinjal,23.7,2167,76,7.4,23215,163.45
Matale,Reddish Brown Earths,Yala,Cabbage,29.8,1420,73,6.9,28228,135.55
Mannar,Calcic Red Latosols,Maha,Brinjal,29.8,1538,75,9.0,19904,153.07
Kalutara,Red-Yellow Podzolic Soils,Yala,Manioc,28.0,2189,94,5.3,18459,97.11
Polonnaruwa,Alluvial Soils,Maha,Beans,28.8,2074,77,6.8,17212,256.99
Mannar,Calcic Red Latosols,Maha,Tea,28.5,1516,81,8.9,2334,695.95
Badulla,Red-Yellow Podzolic Soils,Maha,Coconut,21.4,2337,80,5.2,4499,125.37
Kilinochchi,Reddish Brown Earths,Maha,Brinjal,31.8,1554,66,7.1,18740,178.95
Gampaha,Alluvial Soils,Yala,Papaya,29.3,1865,87,6.5,27941,135.51
Hambantota,Reddish Brown Earths,Yala,Beans,31.1,847,77,7.5,11697,232.71
Jaffna,Regosols,Yala,Maize,28.4,750,65,8.2,4065,139.1
Mullaitivu,Alluvial Soils,Yala,Chili,32.9,1162,70,7.3,7309,420.07
Monaragala,Reddish Brown Earths,Yala,Potato,26.2,1258,79,7.5,21606,190.2
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Banana,15.1,2938,83,5.9,17885,147.15
Hambantota,Alluvial Soils,Maha,Rubber,31.4,1220,73,7.1,1768,855.37
Badulla,Red-Yellow Podzolic Soils,Yala,Coconut,23.2,1620,71,5.4,3307,113.24
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Chili,17.6,2310,79,4.6,3237,510.62
Jaffna,Regosols,Maha,Carrot,34.4,1037,65,7.8,4389,222.17
Ratnapura,Red-Yellow Podzolic Soils,Maha,Tomato,29.1,5386,91,5.7,25116,171.35
Kurunegala,Alluvial Soils,Maha,Tea,28.5,2234,71,6.1,2464,678.3
Kurunegala,Alluvial Soils,Yala,Chili,31.8,1424,77,7.3,7459,404.81
Matale,Reddish Brown Earths,Maha,Pumpkin,22.9,2311,69,6.8,28819,104.23
Matara,Red-Yellow Podzolic Soils,Yala,Sweet Potato,28.0,1964,84,6.5,13893,105.67
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Tea,16.7,1823,83,5.3,2518,759.84
Kegalle,Red-Yellow Podzolic Soils,Yala,Maize,26.5,2794,84,5.4,4312,138.76
Kegalle,Latosols,Yala,Brinjal,26.3,2677,81,5.7,14845,177.63
Ratnapura,Red-Yellow Podzolic Soils,Yala,Manioc,26.7,2538,80,5.0,19569,82.97
Matara,Alluvial Soils,Yala,Papaya,29.1,1813,87,6.4,27958,135.09
Trincomalee,Reddish Brown Earths,Yala,Paddy,31.4,1279,75,7.7,4400,111.45
Gampaha,Latosols,Yala,Tea,27.4,1742,81,6.6,1684,740.5
Badulla,Red-Yellow Podzolic Soils,Yala,Pumpkin,23.1,1407,77,6.3,21925,99.96
Ampara,Alluvial Soils,Maha,Tea,31.8,1877,73,7.0,2098,758.2
Hambantota,Alluvial Soils,Maha,Mango,31.8,1080,67,7.4,14916,289.97
Kandy,Red-Yellow Podzolic Soils,Maha,Sweet Potato,23.6,2683,72,6.5,19427,115.61
Kandy,Red-Yellow Podzolic Soils,Yala,Rubber,22.6,1518,80,6.3,1290,871.0
Puttalam,Calcic Red Latosols,Maha,Brinjal,28.5,1508,83,7.9,18782,158.3
Ratnapura,Red-Yellow Podzolic Soils,Maha,Carrot,26.1,5193,92,5.8,29678,179.42
Ratnapura,Red-Yellow Podzolic Soils,Yala,Mango,29.2,3260,80,4.9,10286,294.07
Gampaha,Latosols,Yala,Tomato,26.6,1759,78,6.3,25083,160.1
Ratnapura,Red-Yellow Podzolic Soils,Maha,Sweet Potato,27.4,4447,93,4.9,18407,101.4
Badulla,Red-Yellow Podzolic Soils,Yala,Banana,22.0,1453,83,6.0,13578,159.99
Mullaitivu,Alluvial Soils,Maha,Banana,27.1,1710,81,6.8,17627,136.4
Puttalam,Calcic Red Latosols,Maha,Papaya,29.4,1348,82,7.3,41436,139.08
Hambantota,Reddish Brown Earths,Maha,Chili,28.4,1419,66,7.9,15050,431.72
Mullaitivu,Latosols,Yala,Papaya,26.3,1076,70,6.7,33181,122.94
Galle,Latosols,Maha,Mango,27.1,2761,86,6.4,13647,321.62
Colombo,Red-Yellow Podzolic Soils,Yala,Sweet Potato,29.7,1767,77,6.5,18782,108.16
Ampara,Reddish Brown Earths,Yala,Chili,31.0,1283,68,8.0,6501,404.77
Ampara,Reddish Brown Earths,Yala,Beans,31.9,1237,81,7.8,13459,236.63
Kurunegala,Reddish Brown Earths,Maha,Rubber,31.8,1830,80,6.9,1502,863.37
Ampara,Alluvial Soils,Maha,Tea,29.3,1707,70,8.2,2143,709.13
Kurunegala,Alluvial Soils,Yala,Manioc,29.3,1248,76,6.2,26970,98.38
Galle,Latosols,Maha,Brinjal,27.5,2991,80,5.3,16959,155.16
Matale,Reddish Brown Earths,Yala,Banana,29.6,1286,75,6.6,13763,160.82
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Brinjal,16.2,1813,75,5.1,13213,155.38
Matale,Reddish Brown Earths,Maha,Big Onion,25.4,1908,66,7.3,37215,221.54
Polonnaruwa,Alluvial Soils,Maha,Tea,33.3,1733,70,7.7,262,770.19
